id,text
18741,I'm gonna have her pack up some books I think
18742,it was on the horizon looking as if it had just come in to land
18743,yeah you're right there should be a leopard picture in this book
18744,ah well they you know what I think I can get it
18745,we saw him the other day and he ran away
18746,I don't think I've heard her say snake before
18747,he was mistaken though it wasn't a saucer it was an oatmeal bowl
18748,yeah she is snuggly isn't she
18749,Asha is the dolly with the read hair the dolly that goes in the bus
18750,if you wanna feed yourself then you have_to sit in the high+chair
18751,xxx Harold happened to like hot breakfasts and he quickly drew up a chair
18752,I never heard of such a thing a baby who doesn't like to wear clothes
18753,yeah xxx xxx the teddy you want me to take the tag off your teddy
18754,oh oh this picture is about filling the bird feeder with seed
18755,yummy he's going to eat his breakfast
18756,you'll have_to find all the places where there are any c_ds
18757,Alan was noisy yes he was
18758,you've done that too yep she's putting seeds in the bird feeder with a spoon
18759,watch out you're on a high chair Honey I don't want you to fall
18760,that's the end of that then isn't it
18761,but this is so delicious and there's rice on it
18762,I don't think so I think you had a granola bar right
18763,you wanna sit in the chair like a big girl and eat yogurt
18764,you can have cheese too and there's some rice no
18765,oh I'm sorry I'm taking too long aren't I
18766,that is one soft teddy you better I don't know if you wanna show this teddy to Daddy he might wanna sleep with it
18767,is that parrot hiding in that container
18768,no you wanna sit over there and eat it okay
18769,oh that's the microphone are you touching it
18770,this is gonna be good though once you get it it's gonna be yummy
18771,what do you think we need to put in our frosting
18772,no I heard that noise too that noise was just the wind and the paper
18773,I feel much better my itch is all gone
18774,and there's the leopard again she has three babies who are nursing
18775,what do we put into everything to make it super sweet
18776,so watch should we eat when we go to the mall to get we have_to get a battery for Daddy's watch
18777,did we skip any oh we skipped the kitties
18778,let's take this off because we're gonna change your diaper now
18779,oh the bear are you gonna put him down
18780,did you wanna show Jenny your squishy pillow Honey
18781,what's white that we put into things to make it sweet
18782,yeah the bell went ding dong it was xxx
18783,and then we're gonna put clothes on
18784,oh yeah you wanna show Daddy he's seen the doggy
18785,your next most favorite thing ar ar Mommy is capturing you
18786,she rang the bell and it went ding dong
18787,would you like more yogurt in that yogurty yogurt
18788,cheese fiend howbout having the cheese on some Kamut
18789,we're very into squishy wushy sleepy things these days
18790,why don't you give it to Mommy I'll repair that meal
18791,did you make a funny face at me
18792,he wants a blanket can you put that on him
18793,xxx rang the bell she doesn't usually ring the bell does she
18794,well it's one of your chewy things from when you were a little baby
18795,no I don't think anyone else is free today
18796,I'm gonna put this egg back in the refrigerator
18797,you done with that because I gotta clean that off so we can make our frosting Babes
18798,we don't hear the bell very much most people don't ring the bell
18799,yeah now sleepy has a blanket and he's ready to go to bed
18800,yes I put it back in the refrigerator because it's looking like you're not going to eat it
18801,baby xxx she's a snuggly little baby isn't she
18802,Laney Lamb and Lily Bunny were best friends
18803,I'm going to hide something under that container
18804,everyday they met in the wildflower meadow just as the warm spring sun first sparkled on the morning dew
18805,we have_to give Auntie some chicken chili for her to take home for dinner
18806,see Mommy said see let's put lots_of yogurt in there
18807,I haven't been able to see it yet you've been hiding it from me
18808,yeah the ribbon was under let's hide it again
18809,mm it was on the stove so it might be hot
18810,hooray squealed Lily she hopped even higher than before did a somersault and landed gracefully in the soft spring grass
18811,and maybe some banana I don't think that was sweet at all
18812,I can feel it when you nurse even I have not seen it yet
18813,you know what we're gonna do this morning
18814,so you excited about going to the birthday parties this weekend
18815,do you know what we're going to do this morning
18816,oh he's too big he's just hiding his head
18817,but it wasn't Laney's voice and it wasn't Lily's voice
18818,well we don't have one today but Saturday whose do we have
18819,oh the chick is too big for that small cup
18820,why are you calling the carrot the parrot a carrot
18821,isn't this Hendrika or Frederika or something like that
18822,you're chewing on your teeth chewing with your teeth
18823,hi said Fritz the frog I hope I'm not interrupting you
18824,yeah there'll be some books at the library I'm sure
18825,yes you eat carrots do you think the parrot eats carrots
18826,what kind of a noise is that is that a is that a Wild Thing noise
18827,we Lily and I were on Thayer street yesterday and we went to urban outfitters
18828,and who else was there last time we were there
18829,but Lily just nodded at Fritz and looked away
18830,actually xxx was there with his new baby brother
18831,okay now let's get a little plain yogurt in here
18832,she didn't like the thought of sharing the meadow and her friend with a stranger
18833,is that the book with pictures of people you know
18834,Lily scowled she wanted Laney to pay attention to her
18835,you bought it for your bed and it matches perfectly doesn't it
18836,do do do do do do mm yum yum yum yum yum yum yum yum yum yum yum yum yum yum
18837,you wanna oh you wanna feed the parrot okay
18838,and there was some new baby there she was about your age but I don't remember her name
18839,but Laney was so busy performing for Fritz she didn't hear
18840,and howbout Tom and Pipo go for a walk we could read this book
18841,all that morning Laney played with Fritz while Lily stayed by herself at the far end of the meadow meadow
18842,nursing right now but don't you want to go to the library and see Elana
18843,no um Daisy's Mommy and Daddy are going to Florida
18844,you want me to give you carrots so you can feed him
18845,yes I'm drinking that milk out of this cup
18846,he built some towers and you knocked them down
18847,will be there she'll bring out the toys for everyone to play with
18848,come on Lily Laney bleated Fritz is picking watercress for us and it's delicious
18849,yes and it made a big noise just like that
18850,after we sing our little songs and play our games
18851,I don't know where the dolly dolly dolly book is
18852,Lily stamped one of her big back feet and glared angrily at Laney
18853,yeah I found like once they read a certain reach a certain age in like language development then we have_to regress back to baby talk
18854,you knocked down Tyler's towers didn't you
18855,look she said you can play with that frog all you want but if you're going to be friends with him you can't be friends with me
18856,oh you like to shake eggs there are some shaky things at the library actually
18857,I'll bring it over there and we can read it okay
18858,why said Laney feeling very sad and confused
18859,Naima would like some cheese can you say cheese please
18860,because said Laney that's just the way it is
18861,you want a picture of Daddy I think it's at the beginning there
18862,the next morning Lily didn't go to the wildflower meadow but went to have breakfast on the other side of the grassy hill
18863,shall we make a tower and have you knock it down
18864,that says nope a nope mm yogurty yogurt
18865,did Daddy try and swipe your squishy pillow to sleep with last night
18866,oh whoops all the rocks fell right out
18867,Michael was sitting on his mother's lap
18868,that's another made up phrase isn't it
18869,yeah there was a hair there in your mouth
18870,and did you say Daddy you can't have my squishy pillow
18871,well here's a surprise I thought you'd be with Laney
18872,you have anything else you need to look at when we go to the mall
18873,let's see did you say you wanted wheat
18874,Mommy's been spilling the yogurt here I see
18875,I think maybe that plant over there needs some more water
18876,we were but now she wants to play with some frog
18877,he yeah I know because he was sleeping on your squishy pillow
18878,and then after we go to the library and you have a nap
18879,that was a lot of raisin for you wasn't it
18880,okay one sec let me get our frosting into the bowl
18881,back and forth they rocked there's the rocking chair
18882,somebody was at the door it was actually xxx in the end
18883,well maybe I can help said Penelope I know a lot about friends and friendship
18884,and it made that kind of a big crashing noise
18885,yummy yummy yummy yummy yummy yummy
18886,you need a smaller ring to fit in there
18887,he kept handing you different things what you want my pillow what you want something else huh huh can't hear you
18888,let's go over here where the plant is and I'll give you some water in the watering can
18889,you wanna taste it and see if you like it
18890,I'm gonna put some water in your watering can for you
18891,ah if I'm not mistaken you're upset because Laney wants to play with Fritz but it's perfectly fine to have more than
18892,we're gonna see xxx and her Mom named xxx
18893,soon Michael and dolly were on mother's lap
18894,is there a dress anywhere in this room on the couch is there a dress on the couch
18895,Kinana made towers and you knocked them down
18896,I'm gonna put some water right in here for you
18897,and who did we see yesterday we saw a lot of people yesterday
18898,boat needs me said Michael I'll bring boat
18899,it's perfectly fine to have more than one good friend at a time
18900,yeah maybe when the squishy pillow turns four it'll be as big as you
18901,friendship is the perfect thing to share and having more friends mean having more fun
18902,Michael climbed back on mother's lap with boat on one side
18903,clean up a bug I probably have cleaned up a bug
18904,a little bit wet Mommy's gonna give the plant this water okay
18905,what's it say can you read it to me
18906,I'm silly cause I'm putting it on my head
18907,the chicky's really too big
18908,we met another little boy whose name I don't remember
18909,Penelope thinks she's so smart Lily thought but she doesn't understand
18910,you want me to build another tower and you can knock it down
18911,Lily started to eat but the plants were not as sweet as the ones by the pond
18912,today was a hot day wasn't it
18913,yeah it doesn't eat or drink or do anything or breathe you're right
18914,yeah xxx xxx brought things for us she bought some things for us
18915,and she heard the laughter and shouting of two voices
18916,we sang songs and we played on the drum
18917,I did clean up a bug this morning but I didn't think you noticed
18918,she saw Laney and Fritz picking flowers together
18919,I really couldn't have said it better myself
18920,these pizzas are available in medium or large
18921,and they had we had scarves to play with
18922,I see some leaves and some rocks that need to be raked
18923,they've got some nerve she said making all that racket
18924,choose a crust from our thin crust selections white wheat multigrain low carb and veggie
18925,oh we never saw the puppy inside that house at that party that day
18926,whatever they're doing they're certainly having fun they don't need my help and that's fine with me
18927,we were talking about how there was a puppy inside but we never saw that puppy
18928,the rug smells dirty that's probably because we're walking all over it
18929,these pizzas are low in fat high in protein and full of flavor
18930,that afternoon Lily was sulking in the shade of a tree and Fritz hurried up and called Lily come quick Laney wants you right away
18931,do you think the koala would like the to wear the ribbon on his ear let me tie the ribbon on his ear
18932,that's the sound of the cereal going on the cereal
18933,and when we finished shopping we visited xxx and xxx
18934,oh let's see what are you giving me
18935,what does she want Lily asked coldly but Fritz had already hurried back over the hill
18936,a friend of um my mother in law's actually both my parents and xxx parents still live in New_York so
18937,and you have a pit of bit of wheat on your knuckle
18938,Daddy what about Daddy he went to his office just now
18939,and you wanna hear this is oh this is fun
18940,it's like a ball I think that's a ball
18941,oh are you gonna stand on that box now
18942,huh it's probably nothing but I'll still go and see she said
18943,you know what I was thinking for your birthday party Sweetie
18944,Naima is standing on that box that she loves to stand on
18945,oh yeah we go in every couple months or so
18946,when she got there she found Laney and Fritz proudly displaying a beautiful Lily sized necklace
18947,it's not a cat it looks like a cat cause it's so little but it's a puppy it's a baby dog
18948,I was thinking for your birthday party that maybe you would like to have everyone make their own pizzas
18949,do you remember who we saw yesterday when we went visiting
18950,I know you don't but you know once it's on you can forget about it
18951,carefully Michael tucked his blanket around boat and dolly
18952,and that way you know what you could do on your pizza
18953,we've been there many times right because we go see the grandmas and grandpas
18954,are you gonna put it on the house
18955,we made it just for you said Laney because you're my very best friend
18956,oh no you know what we're gonna leave it on for now
18957,three legos that's a two green ones and a red one
18958,actually I was collecting these they're a little bit sharp
18959,and because I'd like to be your friend too Fritz said
18960,I'm gonna hide your dress under the container uh
18961,where's the person where didjou put the little person
18962,oh what a beautiful necklace she said I've been so selfish
18963,you could also put other things on your pizza that you might like like olives
18964,that's okay Laney said we didn't mean to leave you out I just got so excited about having a new friend that I forgot about our game
18965,today is August twenty fifth it's Sunday and we are in Maine
18966,oh there's a ring over there which one is that
18967,there was a dog at the play+ground yesterday that's right
18968,Mommy likes both of them too but Daddy likes Providence better
18969,can you find the person I wanna play the odd game I wanna play the odd I wanna play the odd game
18970,but we could get lots_of other stuff that other people could put on like Phoebe likes mushrooms and
18971,well I'm sorry said Lily I hope it's not too late for us to have some fun together
18972,Naima what didjou say when we came to Maine
18973,and it goes like this on Monday I fell asleep in the wagon when I woke up I saw black seeds
18974,oh I know and he both my husband and I grew up in New_York
18975,at the store she bought things at the store and she brought them back to us
18976,the person was hiding and you found the person
18977,we'll read this in a minute let's finish this book first
18978,so for the rest of the day the three friends romped and frolicked in the meadow
18979,welcome to Maine land of water birdies and hair+cutting places
18980,and he's disliked it from like the moment he was born there
18981,yeah I asked her please go buy these things xxx and she did
18982,it looks like pants to me but that's close
18983,I'm glad to see Lily and Laney are friends again Penelope said
18984,that baby's gonna be crying in a minute
18985,yeah you know what I might like to put on my pizza
18986,she doesn't I don't think she needs a new one
18987,Michael and boat and dolly and puppy all cuddled beneath the reindeer blanket on mother's lap
18988,xxx you're right that is a w for wish bear
18989,and there's one more little blue ring way back there
18990,it was my advice that got them back together you know
18991,you saw me cutting my hair you saw somebody cutting my hair
18992,he likes driving and I like walking so I always like New_York better and he likes Providence better
18993,Mommy's busy raking all the stones out of the grass that you put there
18994,early the next morning Lily Laney and Fritz met by the pond and all three had great fun together
18995,Daddy took you where I was cutting my hair
18996,at xxx house we saw the table had an umbrella on it
18997,well these are all different sizes aren't they
18998,you put a lot of of rocks in the grass Naima
18999,you're trying to hide the the puppet let me help you
19000,D_W has a w in her name you're right and the wiggles wiggles start with w
19001,this spring will be the best ever because now I even have more friends than before
19002,oh there's Sally okay we'll put Sally on this little ride
19003,you thought it was a flag at first but then we told you it was an umbrella
19004,that's where was I where was I that baby's asking where was I
19005,he works in Boston I mean well but we we originally moved to Providence my sister lives in Providence
19006,Tyler went home Tyler went to visit his grandma and grandpa
19007,and there was a woman who was blow+drying my hair
19008,he got in the car remember we said byebye
19009,I'm gonna put the red one on the bottom because it's the biggest
19010,she was going vzh and you got scared remember
19011,and Naima is really talking long sentences these days
19012,um and secondly Providence is just so much more affordable than Boston is
19013,that's that little picture that goes with the book
19014,she was just drying my hair oh look you're gonna make more legos sit there
19015,it's like a glove a puppet is similar to a glove isn't it
19016,thank you for giving us the opportunity to serve you we appreciate your business
19017,yeah that one's big let's take this one off and put that one on next
19018,it looks like a frog it looks like frog soap
19019,I mean Boston's about the same price as New_York
19020,the other day we were reading the book where I live and Naima looked at the picture without Mommy saying anything and said looking a water little girl
19021,but now I don't know where that horsie is
19022,oh did you look at this Honey this is all sorts of yummy little food from Bread and Circus
19023,oh the puppet's sitting can the puppet sit next to Mommy
19024,and that's the other thing he gets since he works in Boston he gets like some city life although whenever we go up there he never knows anything because he never leaves his office
19025,yeah and then let's put the yellow one on
19026,hey that's a good job you got a lotta rocks that time
19027,and you meant to say the little girl is looking at the water
19028,I'm holding on and Naima is making the tower very tall
19029,you were sleeping with Daddy you were just taking the longest nap in the whole world
19030,he went home yeah I'm gonna put the blocks in here
19031,xxx that's right we're going to have lunch with xxx
19032,wow that's a lot of rocks that is a lot of rocks
19033,I'm like well where's there around here to do such and such
19034,you're gonna sit are you gonna relax or you're gonna sit
19035,uh it should be in my black plaid bag which is somewhere in here
19036,Michael's wearing boots in this picture look what that dog is doing that dog looks like he's sleeping
19037,yeah there's another new book we brought two new books on vacation and the other one has a moose in it
19038,unless I took it out when I was in the car and was reading it
19039,Sleepy Bear was sitting on the couch next to Michelle today
19040,yeah you gotta be careful of your toes when there's a big one
19041,but I had it in that bag originally
19042,Michael and baby both snuggled close to mother boat and dolly and puppy were in Michael's arms the reindeer blanket wrapped around them all back and forth back and forth they rocked
19043,if it's not there then it's in the car
19044,we are going to give a gift to the classroom we have_to be something it has to be something that kids can play with in the classroom and something that we can find in our own home
19045,you wanna get the little girl book and the moose book I think they're in the dining room
19046,no these aren't grapes they're cherries
19047,you're gonna sit there up on the couch
19048,n' that's plugged in there n' that's plugged in there
19049,that's blue look I'm gonna reverse these here's the purple one and there's the green one
19050,and you get charged twelve dollars if you don't return them
19051,ah let's see twenty twenty one twenty two Monday September twenty third
19052,they're like grapes they're the same shape exactly
19053,yes you are you're not supposed to turn xxx over
19054,should we go get em and bring em back and read them
19055,you can go now as you can see we're playing quietly and taping and
19056,like we could bring something in to put in the house corner
19057,what color is the sieve the sieve is yellow
19058,and we played ball too we played with the soccer
19059,we're in the new house and we're playing legos and we just finished having a big snack and playing with crayons
19060,this is Mommy's sieve Naima has a sieve that's yellow
19061,oh you know what I'm gonna do it like this
19062,and I see the little girl book let's bring these back to the bedroom and read in the bedroom
19063,well he went to visit his grandma and grandpa
19064,you wanna carry the moose book you bring the moose book here Naima
19065,oh that coulda hurt your toes Miss Boo
19066,is that where they're hiding yeah in the slide
19067,okay you're gonna put some there okay
19068,funny thing she whispered but there's always room on mother's lap
19069,you're lucky you didn't hurt your toes xxx
19070,oh yeah well we could definitely bring books in that's an excellent idea the other thing I was thinking of is you know your purple tutu that you don't like to play with so much
19071,yeah but you only need to push one you only need to push the one at the end
19072,I was packing this up for our lunch
19073,when we were at her house and we had to say byebye
19074,are you gonna come in here and read
19075,cause we didn't have our snacks with us they were in the car which was at the play+ground
19076,I like the way you did it you did it in the middle and you pushed each side down
19077,are you just pickin out the blueberries n' eating them n' not eating the porridge
19078,let's play with the legos right up here
19079,so just as a little preface this is a very this is very much a transition time for Naima since we've only slept in our new house three nights so far
19080,looks to me like you're pouring rocks
19081,let's sit on our messy bed and read the books
19082,you have um well Auntie got you a pink one with flowers that you love and your yellow fuzzy one that you love but then you have a purple one too that you don't play with that much
19083,yeah we're not gonna see them again for a long time
19084,I wonder if this fits in here no it doesn't
19085,did you wanna read one of these other books
19086,what happened to motorcycle chicken oh here he is
19087,and tell Jenny what song we sang on Wednesday when Mommy was the duty parent
19088,are you telling your friends to be safe in that bus be safe friends
19089,although all our stuff has been here longer than that
19090,d'you wanna sit on my lap while we read
19091,have a seat let's read it sit on Mommy's lap
19092,I don't know when we're going to see xxx again
19093,I'm goninganinga what are you doing right now
19094,little cabin in the woods can you sing it once
19095,maybe if we look for it and we can find it we can bring that to the house corner
19096,xxx sushi salmon xxx with dabby dots of jelly salty on my lips and yummy in my
19097,and we'll play dominoes and then will have some supper and Daddy will then come home
19098,thank you you're giving me all your rocks
19099,that was the first time only I ever sung it
19100,well I brought the Pteranodon back so we can put it in the puzzle where it belongs
19101,I'm gonna put them back out here
19102,we've noticed Naima using adverbs of time a_lot more and accurately some of the time like nursie now she says
19103,you wanna take off your costume for now looks like one antenna is falling off yeah I can take those out for little while we can put them back on when we are ready to go to the library oh you took it out for me okay you wanna give that to me okay
19104,were ya gonna have it with yer spoon
19105,actually this is for putting the jam on my toast
19106,yes that's exactly where it belongs you know the answer
19107,egg tomago and shrimp baby dipped in soy xxx cools my tongue wasabi
19108,I'm not cutting anything right now I'm putting the jam on my toast
19109,yeah you pick them all up Honey that's called cheating
19110,xxx was eating sitting in that chair oh I see
19111,oh looks like our cookies are almost ready to go in the oven
19112,and she likes to say a while ago and she likes to say uh
19113,how do you you have_to do the hand movements because I don't remember
19114,is your hand tangled in that I'll help you
19115,tom makes him put on his hat and scarf and tells him he'll get cold if he doesn't
19116,yeah you say hi to the people when we visit Daddy at his office
19117,I'm sorry I didn't understand what you said
19118,how's it how's the cabin part go
19119,I think she says yesterday and she has said tomorrow
19120,someday I'll eat with chopsticks but today just with my hands
19121,they all say look at you what a big girl I can't believe how big she is
19122,I'll give you a little piece you can see what it's like
19123,has what hair elastic on it yeah all the other ones are in okay I think
19124,here's the school I don't know where the doggie is
19125,and where is where are the seagull's feet
19126,the dog is on top of the tower Doggie_Woggie's on top of the tower
19127,and nobody's turned on let's turn you on
19128,I don't know I think there's there's a person isn't there a person in here
19129,Mommy holds Pipo while tom runs down the hill
19130,smelly girly you make good jokes you know that
19131,that's what happens when we go to Daddy's office
19132,we're sleeping in the old house all our stuff is the in the new house
19133,yes that's a picture of Mommy who else is in that picture
19134,mostly you to refer to herself much more frequently
19135,Doggy Woggy slid down the slide didn't he xxx I don't think this is gonna go on over your costume we need to take off you bee costume for now we put it back on when we go to the library
19136,I wonder if the chick will fit in the box
19137,yeah I'm just washing a couple dishes here
19138,he was running really fast and then he
19139,Mommy's gonna put a little flax oil in this
19140,I don't know I can't see yours because they're buried in your cards
19141,and it's also a transition time cause we're doing lots_of new things and meeting lots_of new people just in the last couple weeks
19142,alright let Mommy help you okay if I hold it it's easier
19143,Naima what was there on the car this morning when we went outside
19144,do you remember what we saw on the car you said rain
19145,okay let's take it off okay I forgot we didn't have this on oh who just slid down who was that sliding down
19146,because it's the fall and we started new activities like music class and new music class with new kids in it
19147,oh c'mon you hardly hardly had any breakfast yet
19148,but Mommy said it's not rain it's something else
19149,Mommy's washing her hands which had the spilled porridge on them
19150,sleepy grandma is she sleepy
19151,and Naima knew what it was because Naima said
19152,when we brush our teeth we brush our teeth in the sink
19153,well there was a man who had a rope on the boat that we took ff from bar harbor to winter harbor
19154,and we're at a different group in the library with the big kids
19155,dew except she said dew because Daddy is Canadian and Daddy says dew instead of dew
19156,do we have more like this oh we do we have three like this
19157,okay let's put a little more water in here
19158,well what else will you have do you want some toast
19159,and Naima started a swim class with Daddy and there's new kids in that and it's a new thing to do something with Daddy alone like that
19160,you have_to go tell Jenny it's five after ten I told her we would tell her when an hour was up
19161,but this little girl also has a rope in her boat
19162,wouja like to give this plant some more water
19163,yeah he's sitting you want him to sit on the tower or near the tower
19164,let's see well it's too small for that spot
19165,that's her head that's the top of her head
19166,see she's going washie washie washie
19167,you know what the other thing we could do which would be great I have a great idea Honey
19168,was she in the car earlier yesterday she was in the car
19169,shaky shaky shaky I'm gonna spin the ring again
19170,we're looking down at her as if we were a bird
19171,I did wash the cup with some water just now that's right
19172,oh gosh oh because that's not plugged in right
19173,and Naima has a potty now which is right here
19174,then tom and Pipo sit by the fire and have a warm drink
19175,no I don't wanna go away I want to stay with my baby
19176,which is basically a toy right now
19177,we're not gonna play with the water right now
19178,how many friends do you have right now you wanna count them
19179,you are making so many rhymes Naima that's called rhymes
19180,and I see a crab too d'you see a crab in this book
19181,no that's all the water we need for now I think
19182,and there's a_lot more sentences and long sentences
19183,we're gonna be getting ready to go soon
19184,I'm gonna line them up for row call Lucy is one Sally is two Asha is three Doggy Woggy is four and Liza is five you have five friends here right now we're missing a couple
19185,yes I'm cutting a piece of cherry off for you
19186,I remember when you picked blueberries when we were in Maine
19187,and here we are we haven't taped for two days
19188,I don't think we need any more water at the moment
19189,so today is September eighteenth and we moved yesterday and we're in the old house and all our stuff is in the new house
19190,oh that looks like a toy doesn't it it's not a toy
19191,there's no point eating that n' then spitting it all out
19192,that's the right yes you did it all by yourself
19193,yep we need to put some clothes on you and change your diaper
19194,now I'm putting the cherry on the spoon and I'm putting the spoon inside of you
19195,you didn't need me to help you with that
19196,I know I'm just tryina get this in a better spot
19197,and we just had some visitors didn't we
19198,and both the sequence and the last one are from today
19199,and here we are sleeping on a mattress on the floor and
19200,now let's get you a little w a t e r
19201,we'll say hi to him tonight when he comes home
19202,special treasures are found on sun warmed sands what does she have in her hand
19203,well I'm trying to remember where did I see hm we're missing Lucille and you are missing Emily Mommily probably at least one of them is in the car
19204,let's see what these penguins are doing
19205,oh you've you've forgotten it even though we've sung it two hundred fifty thousand times in the past xxx
19206,are you ready for s'more yogurty yogurty yogurty shmogurty
19207,Dad says we're going to grow vegetable soup
19208,you went for a ride in the wagon there too
19209,and Naima has her own room in the new house which is also very different because we were all in one room in the old house
19210,how bout Kamut with almond butter n' apple butter on it
19211,oh alright I'll read it in a sec let's roll we gotta roll our cookies out and I need you to help me cut them
19212,that's the mattress we slept on last night that's our mattress
19213,shells there are shells in her basket here's the basket
19214,xxx was jumping what was he jumping on
19215,xxx picked them off the strawberry plants that were on the ground
19216,and today is September eighteenth did I say that it's Wednesday and Mommy and Naima went to a restaurant for breakfast
19217,well when we go to the car we definitely have_to check and I don't know if any of them are in your room do you think they might be in your room sometimes they they'll stay in Mommy's purse when I bring them somewhere to be with you and they end up stay in my purse
19218,and she has a sea urchin and xxx a periwinkle and a scallop shell
19219,okay oh too heavy oh put it on my knee
19220,now all the dinosaurs are back where they belong
19221,we're ready to work and our tools are ready too
19222,is she going to the library is she going shopping
19223,I will rock you on the rocking chair just one second Honey
19224,and she gave them to Mommy and Mommy gave them to you and you ate them
19225,I'm getting it for you let's have a little more cherry
19226,that was a party that sure was some party
19227,and I will also put apple butter on the Kamut
19228,where is she going to go is she going to the beach
19229,mm what did we do at the restaurant do you remember
19230,you know what that's actually a sea urchin
19231,yeah it was a singing party maybe you should put on some sort of like squishy show or something
19232,I cut another piece of cherry I put it on the spoon
19233,the strawberries were warm when we ate them
19234,I think legos might be a noisy thing to play with
19235,it looks a little bit like seaweed but that's a sea urchin that's alive
19236,a green bean seed a pea seed a corn seed a zucchini squash seed and a carrot seed
19237,you're gonna go brush your teeth soon with the toothbrush
19238,okay now I'm gonna give you your water
19239,that's her foot under the water she's standing in the ocean
19240,we're gonna have an adventure today you know what we're going to do today
19241,I think we should go visit them again and maybe they'll give us more strawberries
19242,see this spoon has a piece and you have a piece
19243,it's terrible to lose them but we always find them
19244,that's her hand she's picking up the sea urchin
19245,when I was bringing a high+chair into this room
19246,you could have all sorts of squishy songs and squishy dances
19247,and this morning let's talk about all the sentences you're saying
19248,you know what there's more than one witch in there
19249,I am putting some flour here so that our dough doesn't stick to the counter
19250,well there are numbers actually on this sticker
19251,well we're gonna see xxx after we go to the library
19252,they were both wearing hats that day ya know
19253,this morning Naima said Daddy made a tower because there was a tower of books in the room
19254,are they going for a ride you remember yesterday we saw a school bus just like your school bus when we were at the store we saw a little school bus just like the friends school bus
19255,do you see birds elephants squirrels what else
19256,that was when xxx was here so that was just
19257,aqua shoes you can wear your aqua shoes tomorrow
19258,where's the middle part of the potty anyway
19259,you wanna give me the book and I'll read it up here
19260,um today is eleven twelve thirteen fourteen it's Columbus Day
19261,there's a big penguin and there's a little penguin
19262,And we woke up and we saw it and Naima said Daddy made a tower
19263,what are we gonna make with the legos now
19264,where is the water can oh there it is
19265,those children are dressed up like tigers for Halloween
19266,there's no hat on my head where's my hat
19267,it looks like she's resting and thinking
19268,oh did you tell Jenny some interesting facts about squids that we learned from our book
19269,you've been saying has and is a lot
19270,shall we put the people on the blocks
19271,you don't have a hat on either we'll have_to look for a hat
19272,I'm gonna look in my bag and see if any of your other friends are in there
19273,and you said and xxx told me that you said silly boys play in the park
19274,oh Daddy's spoon I think he used his spoon to eat his cereal this morning
19275,you know what I think I'm gonna put this well no maybe I won't
19276,and that means Naima is exactly nineteen months old happy birthday
19277,you said Mommy has nipples Daddy has nipples and Naima has nipples
19278,the watering can is what's the watering can doing
19279,and xxx is going to come to our house today
19280,so this week we've seen the not the very first time but the more frequent subject verb sentences with the subject and the verb in the appropriate place
19281,I'm gonna just look in your room for a second see if I can find them see if there's any friend here I don't see any hm I'm gonna check my bag I have a feeling there might be in my bag ah let see ah there's lot of things here but not friends not yet anyway no you're putting one in oh
19282,okay we're gonna hafta scoot your chair over here
19283,you said those sentences yeah that's where mine are
19284,xxx is going to come are there will be a lot of people but we will be gone by then
19285,actually did you say Daddy is a man
19286,let's go get the telephone and call xxx on the telephone kay will you help me find the telephone
19287,oh are you gonna give that to me
19288,find the bee okay let's sit down here and look at that
19289,it's raining and she's looking out the window
19290,this is the bed platform the platform for the bed
19291,oh you know what that could hurt your feet if you dropped it
19292,okay and animals without backbones are called what
19293,the water's big it's too big for the cup
19294,I'm cutting up the piece of Kamut with almond butter and apple butter on it
19295,the sprinkler well the watering can is sprinkling water
19296,you're giving me the watering can and the bucket
19297,motorcycle chicken is gonna watch you do it
19298,looks to me like Lucy's playing with Doggie_Woggie
19299,yep hang on let me squish our dough together because it's a little hard
19300,hm what dinosaur is that is that a stegosaurus
19301,I'm gonna put the balls in the box
19302,those are ribbons in her hair she's wearing ribbons in her hair what else is she wearing
19303,that's a puppy dog that's a child dressed up like a puppy dog for Halloween
19304,you put your hands in the water that the sprinkler was sprinkling
19305,the odd game is only played with a little person
19306,and I'm putting the holes on the pole
19307,I'm just gonna rearrange the camera for a minute so we can go play legos over there
19308,hey let's put you put it in if you put it in kinda gently it's easier
19309,um and he said he would be arriving at some point between one and three
19310,yeah the baby in the book is very messy
19311,your other hand you did one hand and then the other
19312,I think Sally is hiding in Mommy's bag Sally come back here there she is
19313,you mean when we moved we packed up the person
19314,she's dressed up like a spanish dancer I think they mean a flamenco dancer
19315,they've only seen the giant squid when they're dead
19316,so I actually I was planning to be here for most of that time and I can be here for all of that time but I thought if you were going to be home anyway during like the first half hour to an hour
19317,what happens when your face is messy
19318,Lucy's playing and who do we have here
19319,she can hide in your hat too she can hide in Naima's hat
19320,and they float to the surface because they swim so far beneath the sea
19321,oh this is Emily I see Lucy up there I mean
19322,here are her feet I don't see any clogs on her feet
19323,what happens when a baby's face is messy
19324,see it gets stuck for Mommy too there that's the brachiosaurus
19325,where did she go did she go in the hat
19326,and who does the giant squid like to fight with
19327,oh didjou see the dog this morning when you got the paper with Daddy
19328,name yeah oh she's standing right next to Lucy
19329,I don't know did she go in your hat
19330,I'm still taking rocks out of the lawn
19331,and they fell down xxx made a big tower and Naima knocked it over
19332,the little girl is wi I'm not wearing them right now
19333,oh you're putting the sticker on her head I see
19334,I'm putting them back in the driveway where they belong
